DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
INSR,g,0.005393732,0.036565941,0.882774462,0.096668353,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
SELE,g,-0.053856981,0.045906471,0.241120088,0.098418007,cognitive,g,0.571424442,No,No,DNAm,Model 1 (n=709)
MPL,g,-0.01856087,0.037044793,0.616501947,0.096964976,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
B2M,g,-0.118777651,0.046513374,0.010872264,0.105001625,cognitive,g,0.103729962,Yes,No,DNAm,Model 1 (n=709)
LTA.LTB,g,-0.027967297,0.052406439,0.59374567,0.097008628,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CCL22,g,-0.011664741,0.036110637,0.746770899,0.096775221,cognitive,g,0.898586595,No,No,DNAm,Model 1 (n=709)
CCL17,g,-0.090913829,0.036251192,0.012371463,0.104707432,cognitive,g,0.103729962,Yes,No,DNAm,Model 1 (n=709)
ADIPOQ,g,-0.02568735,0.075542427,0.733929671,0.096789814,cognitive,g,0.898586595,No,No,DNAm,Model 1 (n=709)
CHIT1,g,-0.071523672,0.05379192,0.184072599,0.098922491,cognitive,g,0.557330926,No,No,DNAm,Model 1 (n=709)
HGFAC,g,-0.007121894,0.035925052,0.842912586,0.096691054,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
ESM1,g,0.039471033,0.036513109,0.280066045,0.098150059,cognitive,g,0.6351568,No,No,DNAm,Model 1 (n=709)
CXCL10,g,-0.069184804,0.039438679,0.079828647,0.100605453,cognitive,g,0.373612799,No,No,DNAm,Model 1 (n=709)
PAPPA,g,-0.043621682,0.036338853,0.230385676,0.098501304,cognitive,g,0.571424442,No,No,DNAm,Model 1 (n=709)
SERPINA3,g,0.037624099,0.03732369,0.313780382,0.097953411,cognitive,g,0.672453438,No,No,DNAm,Model 1 (n=709)
MMP2,g,0.023787632,0.03963016,0.548540706,0.097106243,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CRP,g,-0.142632616,0.037650347,0.000164731,0.114839972,cognitive,g,0.017955703,Yes,Yes,DNAm,Model 1 (n=709)
MST1,g,-0.09456818,0.035891081,0.008603796,0.105536793,cognitive,g,0.103729962,Yes,No,DNAm,Model 1 (n=709)
ENPP7,g,-0.019100057,0.036030846,0.596209154,0.097003733,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
C4A.C4B,g,-0.008071956,0.036421413,0.824669339,0.096703759,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
MMP12,g,-0.158337558,0.052578588,0.002693965,0.10822661,cognitive,g,0.073410555,Yes,No,DNAm,Model 1 (n=709)
NCAM1,g,0.101681216,0.037261347,0.006515262,0.106176077,cognitive,g,0.101451934,Yes,No,DNAm,Model 1 (n=709)
CLEC11A.1,g,-0.033325198,0.038111261,0.382191053,0.097628676,cognitive,g,0.7182556,No,No,DNAm,Model 1 (n=709)
SLITRK5,g,0.068426896,0.042379469,0.106844128,0.100001662,cognitive,g,0.415928927,No,No,DNAm,Model 1 (n=709)
AFM,g,-0.02653399,0.035940416,0.460594163,0.097345058,cognitive,g,0.775239759,No,No,DNAm,Model 1 (n=709)
SELL,g,0.054420648,0.042584285,0.201691381,0.098748915,cognitive,g,0.561617141,No,No,DNAm,Model 1 (n=709)
LYZ,g,-0.05827452,0.037105368,0.116748627,0.099821147,cognitive,g,0.438813805,No,No,DNAm,Model 1 (n=709)
MMP1,g,-0.035966032,0.037471605,0.337477672,0.097830923,cognitive,g,0.689643206,No,No,DNAm,Model 1 (n=709)
SHBG,g,-0.009501448,0.055660305,0.86450583,0.096677906,cognitive,g,0.954302175,No,No,DNAm,Model 1 (n=709)
STC1,g,0.003101105,0.074531445,0.96682309,0.096642435,cognitive,g,0.993517948,No,No,DNAm,Model 1 (n=709)
GP1BA,g,0.074735134,0.036392176,0.040386035,0.102065482,cognitive,g,0.22010389,Yes,No,DNAm,Model 1 (n=709)
LGALS3BP,g,-0.018117314,0.036639727,0.621128553,0.096956521,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CD163,g,-0.039340529,0.036808124,0.285529204,0.0981162,cognitive,g,0.6351568,No,No,DNAm,Model 1 (n=709)
FAP,g,0.042870149,0.036411291,0.239442731,0.098430724,cognitive,g,0.571424442,No,No,DNAm,Model 1 (n=709)
PRSS2,g,0.022624485,0.037501902,0.54651242,0.097110987,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
NOTCH1,g,0.109869818,0.038379443,0.00432603,0.107123433,cognitive,g,0.078589539,Yes,No,DNAm,Model 1 (n=709)
ICAM5,g,-0.015527048,0.036549847,0.671099982,0.096873701,cognitive,g,0.860587035,No,No,DNAm,Model 1 (n=709)
S100A9,g,-0.012150207,0.037069719,0.743186617,0.096779211,cognitive,g,0.898586595,No,No,DNAm,Model 1 (n=709)
OMD,g,0.059691881,0.040493314,0.140900956,0.099443815,cognitive,g,0.465400128,No,No,DNAm,Model 1 (n=709)
SEMA3E,g,0.096150179,0.036174918,0.008042352,0.105691619,cognitive,g,0.103729962,Yes,No,DNAm,Model 1 (n=709)
SPOCK2,g,0.019940442,0.036387876,0.58386926,0.097028679,cognitive,g,0.805988241,No,No,DNAm,Model 1 (n=709)
CRTAM,gf,-0.029642179,0.038181514,0.437806331,0.024366844,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
EZR,gf,0.035500452,0.037467028,0.343706411,0.024779327,cognitive,gf,0.814434756,No,No,DNAm,Model 1 (n=709)
FcRL2,gf,0.019862843,0.037517467,0.596676317,0.023915711,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
G.CSF,gf,-0.085387721,0.038017875,0.025017179,0.030539553,cognitive,gf,0.302985838,Yes,No,DNAm,Model 1 (n=709)
GDF.8,gf,0.020095193,0.038527896,0.602131858,0.023904156,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
GZMA_olink,gf,0.010484998,0.037564833,0.780237543,0.023632316,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
N.CDase,gf,-0.031169053,0.037540399,0.406664632,0.02448801,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
NEP,gf,-0.021358332,0.037712125,0.571336912,0.023972344,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
NMNAT1,gf,0.070210186,0.03745834,0.061299715,0.028420394,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,gf,0.073225157,0.038449082,0.057260315,0.028578213,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
SIGLEC1,gf,-0.080365488,0.037927517,0.034450045,0.029773052,cognitive,gf,0.31292124,Yes,No,DNAm,Model 1 (n=709)
SKR3,gf,-0.100345757,0.037848799,0.008202191,0.033272298,cognitive,gf,0.149006473,Yes,No,DNAm,Model 1 (n=709)
SMPD1,gf,-0.000570562,0.037280352,0.987793522,0.023523511,cognitive,gf,0.993640407,No,No,DNAm,Model 1 (n=709)
CCL11,gf,-0.019696734,0.037388481,0.598491144,0.023911842,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CD6,gf,0.010808837,0.037733533,0.774617249,0.023638126,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,gf,-0.071665469,0.038185189,0.06096482,0.028433053,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
CXCL11_olink,gf,-0.021130414,0.037680258,0.575126326,0.023963557,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CXCL9,gf,-0.08280683,0.038901619,0.033635651,0.029830026,cognitive,gf,0.31292124,Yes,No,DNAm,Model 1 (n=709)
EN.RAGE,gf,0.055508942,0.037513074,0.139399126,0.026581113,cognitive,gf,0.540125021,No,No,DNAm,Model 1 (n=709)
FGF.21,gf,-0.052291074,0.037960163,0.168792141,0.026174413,cognitive,gf,0.599534601,No,No,DNAm,Model 1 (n=709)
HGF,gf,0.003961415,0.037831925,0.916635334,0.023538544,cognitive,gf,0.979541681,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,gf,-0.006279179,0.038635813,0.870941728,0.023560186,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
OSM,gf,0.036828732,0.037424797,0.325421095,0.024878001,cognitive,gf,0.795112445,No,No,DNAm,Model 1 (n=709)
TGF.alpha,gf,0.014847441,0.037837225,0.694880424,0.023738857,cognitive,gf,0.946774578,No,No,DNAm,Model 1 (n=709)
VEGFA,gf,-0.020698985,0.038151256,0.587612731,0.0239354,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CCL21,gf,-0.029852907,0.043935919,0.497069037,0.024169545,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
MMP9,gf,-0.029906219,0.038587239,0.438585524,0.024363979,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
MPO,gf,0.001267682,0.037462487,0.973015466,0.023524787,cognitive,gf,0.993640407,No,No,DNAm,Model 1 (n=709)
NTRK3,gf,0.065025237,0.038528628,0.091913857,0.02749743,cognitive,gf,0.400744416,No,No,DNAm,Model 1 (n=709)
TNFRSF17,gf,-0.02539692,0.039289276,0.518227647,0.02410822,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
MIA,gf,0.025284664,0.038104476,0.507190401,0.024139661,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CCL25,gf,-0.012496166,0.037988363,0.742294396,0.023674754,cognitive,gf,0.963215348,No,No,DNAm,Model 1 (n=709)
IGFBP1,gf,0.016675694,0.050088105,0.739289326,0.023678443,cognitive,gf,0.963215348,No,No,DNAm,Model 1 (n=709)
LTF,gf,0.01524596,0.03838537,0.691355199,0.023744141,cognitive,gf,0.946774578,No,No,DNAm,Model 1 (n=709)
BCAM,gf,0.057228796,0.037336278,0.125780549,0.026803644,cognitive,gf,0.527310762,No,No,DNAm,Model 1 (n=709)
EDA,gf,0.033801971,0.038264948,0.377342894,0.024615189,cognitive,gf,0.853492662,No,No,DNAm,Model 1 (n=709)
C5,gf,-0.026390466,0.039440637,0.50364136,0.024150023,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
GHR,gf,-0.050052925,0.038632952,0.195541595,0.025869181,cognitive,gf,0.664718506,No,No,DNAm,Model 1 (n=709)
IGFBP4,gf,-0.042820508,0.038341283,0.264453956,0.025267491,cognitive,gf,0.732010202,No,No,DNAm,Model 1 (n=709)
CLEC11A,gf,0.007197881,0.039970299,0.857141528,0.023568613,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
VCAM1,gf,0.006282588,0.04582505,0.890991804,0.023549515,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
LGALS4,gf,0.02423293,0.039497351,0.539724107,0.024050256,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CD209,gf,0.042715418,0.041118626,0.299242275,0.02503274,cognitive,gf,0.758544372,No,No,DNAm,Model 1 (n=709)
IL19,gf,0.041050526,0.038733702,0.289596269,0.025094231,cognitive,gf,0.751571269,No,No,DNAm,Model 1 (n=709)
CXCL11,gf,-0.078189343,0.038718137,0.043822713,0.029203358,cognitive,gf,0.32938531,Yes,No,DNAm,Model 1 (n=709)
MRC2,gf,0.011338833,0.037696269,0.763660844,0.023649923,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
CCL18,gf,-0.135420028,0.049945001,0.006865371,0.03371506,cognitive,gf,0.149006473,Yes,No,DNAm,Model 1 (n=709)
RETN,gf,0.012901786,0.03770902,0.732348233,0.023687154,cognitive,gf,0.963215348,No,No,DNAm,Model 1 (n=709)
C9,gf,-0.027131653,0.038517453,0.48141964,0.02421782,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
RARRES2,gf,-0.073587371,0.040635703,0.070586075,0.028095977,cognitive,gf,0.331796065,No,No,DNAm,Model 1 (n=709)
TNFRSF1B,gf,0.006635343,0.045280489,0.883538531,0.023553266,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
IDUA,gf,-0.037006745,0.037826981,0.328257431,0.024862217,cognitive,gf,0.795112445,No,No,DNAm,Model 1 (n=709)
ADAMTS13,gf,0.078832086,0.039102552,0.044179581,0.029184271,cognitive,gf,0.32938531,Yes,No,DNAm,Model 1 (n=709)
F7,gf,0.052074668,0.037955741,0.170509841,0.026153184,cognitive,gf,0.599534601,No,No,DNAm,Model 1 (n=709)
GNLY,gf,0.002724527,0.040626874,0.94655143,0.023529484,cognitive,gf,0.993640407,No,No,DNAm,Model 1 (n=709)
PIGR,gf,-0.069232111,0.037666204,0.066481439,0.028233397,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
WFIKKN2,gf,0.050657786,0.041777931,0.225713147,0.02557866,cognitive,gf,0.68340925,No,No,DNAm,Model 1 (n=709)
FCER2,gf,-0.023095003,0.037661426,0.539926311,0.024049731,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CD48,gf,0.030090555,0.038600268,0.435924742,0.024373793,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CD5L,gf,-0.026896834,0.039583431,0.497048418,0.024169607,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CNTN4,gf,0.018375266,0.039055413,0.638150621,0.023833208,cognitive,gf,0.891774586,No,No,DNAm,Model 1 (n=709)
FCGR3B,gf,-0.041987658,0.039337902,0.286179374,0.025116642,cognitive,gf,0.751571269,No,No,DNAm,Model 1 (n=709)
SERPIND1,gf,-0.073623893,0.039785453,0.064661178,0.028297262,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
LY9,gf,-0.001760706,0.042091188,0.966645609,0.023525635,cognitive,gf,0.993640407,No,No,DNAm,Model 1 (n=709)
THBS2,gf,-0.049857746,0.040036888,0.213441722,0.02569093,cognitive,gf,0.664718506,No,No,DNAm,Model 1 (n=709)
ACY1,gf,-0.008073139,0.047477788,0.865027758,0.023563689,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
BMP1,gf,-0.030549005,0.048316058,0.527414961,0.02408293,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
TPSB2,gf,0.110253118,0.037388424,0.003296258,0.035555573,cognitive,gf,0.149006473,Yes,No,DNAm,Model 1 (n=709)
GZMA,gf,-0.018179529,0.03798565,0.632380857,0.023843967,cognitive,gf,0.891774586,No,No,DNAm,Model 1 (n=709)
INSR,gf,-0.013462816,0.038145028,0.724241899,0.023697664,cognitive,gf,0.963215348,No,No,DNAm,Model 1 (n=709)
SELE,gf,-0.071638001,0.047712474,0.133691497,0.026671293,cognitive,gf,0.539717526,No,No,DNAm,Model 1 (n=709)
MPL,gf,-0.004825002,0.038548614,0.900427681,0.023545131,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
B2M,gf,-0.089197438,0.048470488,0.066157664,0.02824462,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
LTA.LTB,gf,-0.042999785,0.054477564,0.430198196,0.024395227,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
CCL22,gf,0.007445164,0.037552267,0.842898375,0.023578249,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
CCL17,gf,-0.070085994,0.037792968,0.06409386,0.028317559,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
ADIPOQ,gf,0.016509474,0.078571033,0.833634147,0.023585034,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
CHIT1,gf,-0.062077261,0.056071366,0.268627597,0.025237334,cognitive,gf,0.732010202,No,No,DNAm,Model 1 (n=709)
HGFAC,gf,0.020765956,0.037374896,0.578654128,0.023955479,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
ESM1,gf,0.042607987,0.037985259,0.262377164,0.025282718,cognitive,gf,0.732010202,No,No,DNAm,Model 1 (n=709)
CXCL10,gf,-0.076068887,0.040994326,0.063933178,0.028323342,cognitive,gf,0.32938531,No,No,DNAm,Model 1 (n=709)
PAPPA,gf,-0.032971624,0.037825142,0.383680187,0.024586531,cognitive,gf,0.853492662,No,No,DNAm,Model 1 (n=709)
SERPINA3,gf,0.027427798,0.038820161,0.480091688,0.024222036,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
MMP2,gf,0.007264842,0.041251793,0.860258885,0.023566632,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
CRP,gf,-0.112661713,0.03943272,0.004403244,0.034826653,cognitive,gf,0.149006473,Yes,No,DNAm,Model 1 (n=709)
MST1,gf,-0.100036152,0.037341477,0.007559409,0.033475202,cognitive,gf,0.149006473,Yes,No,DNAm,Model 1 (n=709)
ENPP7,gf,-0.033911012,0.037494334,0.366079777,0.024667826,cognitive,gf,0.848993525,No,No,DNAm,Model 1 (n=709)
C4A.C4B,gf,-0.022638792,0.03788072,0.55027854,0.024023306,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
MMP12,gf,-0.146653305,0.054936414,0.007773097,0.033405857,cognitive,gf,0.149006473,Yes,No,DNAm,Model 1 (n=709)
NCAM1,gf,0.099409337,0.038895546,0.010805368,0.032589536,cognitive,gf,0.16825502,Yes,No,DNAm,Model 1 (n=709)
CLEC11A.1,gf,-0.00079095,0.039838945,0.984165774,0.023523735,cognitive,gf,0.993640407,No,No,DNAm,Model 1 (n=709)
SLITRK5,gf,0.055312735,0.044151761,0.210703515,0.025717031,cognitive,gf,0.664718506,No,No,DNAm,Model 1 (n=709)
AFM,gf,-0.021955359,0.037393745,0.557299906,0.024005906,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
SELL,gf,0.052133487,0.044283018,0.239485843,0.025461057,cognitive,gf,0.70551235,No,No,DNAm,Model 1 (n=709)
LYZ,gf,-0.048516623,0.038605126,0.209268642,0.025730869,cognitive,gf,0.664718506,No,No,DNAm,Model 1 (n=709)
MMP1,gf,-0.018382981,0.039028443,0.637777426,0.023833897,cognitive,gf,0.891774586,No,No,DNAm,Model 1 (n=709)
SHBG,gf,0.001865967,0.057987914,0.974338874,0.023524634,cognitive,gf,0.993640407,No,No,DNAm,Model 1 (n=709)
STC1,gf,0.014501857,0.077491034,0.851603456,0.023572246,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
GP1BA,gf,0.068013012,0.037886177,0.073056014,0.02801734,cognitive,gf,0.331796065,No,No,DNAm,Model 1 (n=709)
LGALS3BP,gf,-0.005910948,0.03810159,0.876758614,0.0235569,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
CD163,gf,-0.025286205,0.038360122,0.509998242,0.02413155,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
FAP,gf,0.024191247,0.037883259,0.523310169,0.024094132,cognitive,gf,0.875098301,No,No,DNAm,Model 1 (n=709)
PRSS2,gf,0.008759425,0.039000026,0.822355903,0.023593851,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
NOTCH1,gf,0.086220158,0.040009328,0.031503554,0.029986273,cognitive,gf,0.31292124,Yes,No,DNAm,Model 1 (n=709)
ICAM5,gf,-0.010098205,0.038037457,0.790717779,0.023621914,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
S100A9,gf,0.000307382,0.038550393,0.993640407,0.023523272,cognitive,gf,0.993640407,No,No,DNAm,Model 1 (n=709)
OMD,gf,0.061628606,0.042102168,0.143702987,0.026515805,cognitive,gf,0.540125021,No,No,DNAm,Model 1 (n=709)
SEMA3E,gf,0.089604903,0.037767506,0.017936726,0.031345994,cognitive,gf,0.244387892,Yes,No,DNAm,Model 1 (n=709)
SPOCK2,gf,-0.005056578,0.037845022,0.893747358,0.023548193,cognitive,gf,0.971748686,No,No,DNAm,Model 1 (n=709)
CRTAM,Brain_age,-0.010441774,0.021970429,0.634745572,0.675156093,brain_ageing,relative brain age,0.768747415,No,No,DNAm,Model 1 (n=709)
EZR,Brain_age,-0.011632659,0.021584632,0.590103826,0.675185876,brain_ageing,relative brain age,0.739325484,No,No,DNAm,Model 1 (n=709)
FcRL2,Brain_age,-0.009945942,0.021585035,0.645099105,0.675149838,brain_ageing,relative brain age,0.772701126,No,No,DNAm,Model 1 (n=709)
G.CSF,Brain_age,0.017786952,0.021934515,0.417690519,0.675355105,brain_ageing,relative brain age,0.583695726,No,No,DNAm,Model 1 (n=709)
GDF.8,Brain_age,-0.012078074,0.02198382,0.582900095,0.675191133,brain_ageing,relative brain age,0.73879198,No,No,DNAm,Model 1 (n=709)
GZMA_olink,Brain_age,-0.019400817,0.021592295,0.369222781,0.675424076,brain_ageing,relative brain age,0.562845013,No,No,DNAm,Model 1 (n=709)
N.CDase,Brain_age,-0.006937723,0.021565644,0.747773524,0.67509963,brain_ageing,relative brain age,0.8465054,No,No,DNAm,Model 1 (n=709)
NEP,Brain_age,0.076573546,0.021480833,0.000388833,0.68081326,brain_ageing,relative brain age,0.00385298,Yes,Yes,DNAm,Model 1 (n=709)
NMNAT1,Brain_age,-0.01639353,0.021603561,0.448205458,0.675317438,brain_ageing,relative brain age,0.603140679,No,No,DNAm,Model 1 (n=709)
NTRK3_olink,Brain_age,-0.051426762,0.022059448,0.020019923,0.677541244,brain_ageing,relative brain age,0.064181517,Yes,No,DNAm,Model 1 (n=709)
SIGLEC1,Brain_age,0.055189768,0.021727434,0.011296016,0.678002937,brain_ageing,relative brain age,0.042457439,Yes,Yes,DNAm,Model 1 (n=709)
SKR3,Brain_age,0.075388479,0.021570687,0.000503857,0.680593693,brain_ageing,relative brain age,0.004576699,Yes,Yes,DNAm,Model 1 (n=709)
SMPD1,Brain_age,0.002916303,0.021487547,0.892080964,0.675060369,brain_ageing,relative brain age,0.917328538,No,No,DNAm,Model 1 (n=709)
CCL11,Brain_age,0.021113742,0.02151512,0.326760073,0.675495773,brain_ageing,relative brain age,0.531594746,No,No,DNAm,Model 1 (n=709)
CD6,Brain_age,0.001708573,0.021747616,0.937402001,0.675054716,brain_ageing,relative brain age,0.947956284,No,No,DNAm,Model 1 (n=709)
CXCL10_olink,Brain_age,0.054944939,0.021822115,0.012027937,0.677951946,brain_ageing,relative brain age,0.043701506,Yes,Yes,DNAm,Model 1 (n=709)
CXCL11_olink,Brain_age,0.009410716,0.021619073,0.663480351,0.675139305,brain_ageing,relative brain age,0.786079981,No,No,DNAm,Model 1 (n=709)
CXCL9,Brain_age,0.028749637,0.022423142,0.200215125,0.675808875,brain_ageing,relative brain age,0.363724143,No,No,DNAm,Model 1 (n=709)
EN.RAGE,Brain_age,0.01511258,0.021515535,0.482659933,0.675279435,brain_ageing,relative brain age,0.626308722,No,No,DNAm,Model 1 (n=709)
FGF.21,Brain_age,0.113154563,0.0214413,1.75E-07,0.687417981,brain_ageing,relative brain age,4.76E-06,Yes,Yes,DNAm,Model 1 (n=709)
HGF,Brain_age,0.036753602,0.021699357,0.090752364,0.676370675,brain_ageing,relative brain age,0.183185328,No,No,DNAm,Model 1 (n=709)
MMP.1_olink,Brain_age,0.045667868,0.022073784,0.038922416,0.677015575,brain_ageing,relative brain age,0.103476667,Yes,No,DNAm,Model 1 (n=709)
OSM,Brain_age,0.01951077,0.021465722,0.3636998,0.675432749,brain_ageing,relative brain age,0.562845013,No,No,DNAm,Model 1 (n=709)
TGF.alpha,Brain_age,0.042060322,0.021625639,0.052181405,0.676788554,brain_ageing,relative brain age,0.123647242,No,No,DNAm,Model 1 (n=709)
VEGFA,Brain_age,0.07239097,0.021710915,0.00089991,0.680103702,brain_ageing,relative brain age,0.006539347,Yes,Yes,DNAm,Model 1 (n=709)
CCL21,Brain_age,0.039675649,0.025176264,0.115494653,0.676194161,brain_ageing,relative brain age,0.217050297,No,No,DNAm,Model 1 (n=709)
MMP9,Brain_age,0.048867357,0.022016659,0.026766366,0.677309991,brain_ageing,relative brain age,0.078852266,Yes,No,DNAm,Model 1 (n=709)
MPO,Brain_age,0.007020463,0.021505271,0.744178571,0.675101051,brain_ageing,relative brain age,0.8465054,No,No,DNAm,Model 1 (n=709)
NTRK3,Brain_age,-0.083604008,0.021919593,0.000148664,0.681630684,brain_ageing,relative brain age,0.002025544,Yes,Yes,DNAm,Model 1 (n=709)
TNFRSF17,Brain_age,0.02440654,0.022580172,0.280118975,0.675590235,brain_ageing,relative brain age,0.462620732,No,No,DNAm,Model 1 (n=709)
MIA,Brain_age,-0.069816057,0.021550298,0.001252894,0.679825166,brain_ageing,relative brain age,0.007922095,Yes,Yes,DNAm,Model 1 (n=709)
CCL25,Brain_age,0.041764158,0.021797868,0.055773063,0.676737497,brain_ageing,relative brain age,0.12934604,No,No,DNAm,Model 1 (n=709)
IGFBP1,Brain_age,-0.091314824,0.028386182,0.001355273,0.679759176,brain_ageing,relative brain age,0.007922095,Yes,Yes,DNAm,Model 1 (n=709)
LTF,Brain_age,0.032763258,0.022062798,0.137991401,0.676066564,brain_ageing,relative brain age,0.254933266,No,No,DNAm,Model 1 (n=709)
BCAM,Brain_age,-0.00448502,0.02148129,0.834674699,0.675071987,brain_ageing,relative brain age,0.87480329,No,No,DNAm,Model 1 (n=709)
EDA,Brain_age,-0.001677434,0.02200551,0.939259438,0.675054549,brain_ageing,relative brain age,0.947956284,No,No,DNAm,Model 1 (n=709)
C5,Brain_age,0.011116822,0.022476046,0.621031485,0.675164746,brain_ageing,relative brain age,0.768747415,No,No,DNAm,Model 1 (n=709)
GHR,Brain_age,0.043999078,0.022139826,0.047273226,0.67686467,brain_ageing,relative brain age,0.117108675,Yes,No,DNAm,Model 1 (n=709)
IGFBP4,Brain_age,0.129670187,0.021497446,2.62E-09,0.691020353,brain_ageing,relative brain age,2.80E-07,Yes,Yes,DNAm,Model 1 (n=709)
CLEC11A,Brain_age,0.004770248,0.022824385,0.834510348,0.675072028,brain_ageing,relative brain age,0.87480329,No,No,DNAm,Model 1 (n=709)
VCAM1,Brain_age,-0.022481423,0.026120973,0.389715274,0.675393417,brain_ageing,relative brain age,0.562845013,No,No,DNAm,Model 1 (n=709)
LGALS4,Brain_age,0.041623628,0.022720472,0.067375552,0.676593643,brain_ageing,relative brain age,0.146878704,No,No,DNAm,Model 1 (n=709)
CD209,Brain_age,-0.053102705,0.023523375,0.024285943,0.677387169,brain_ageing,relative brain age,0.075633365,Yes,No,DNAm,Model 1 (n=709)
