DNAm,metric,estimate,std.error,p.value,r2,modality,brain_metric,pFDR,significance,FDR_significance,omic_type,model
CD209,g,0.04792915,0.041566841,0.24932639,0.143328571,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,g,0.040082992,0.038035279,0.292365337,0.143028474,cognitive,g,0.708173817,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,g,-0.075786388,0.0394654,0.05527236,0.146546912,cognitive,g,0.468628417,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,g,0.015582434,0.037559555,0.678377696,0.141740003,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,g,-0.076950499,0.051680962,0.137005078,0.144542581,cognitive,g,0.645857541,No,No,DNAm,Model 3 Lifestyle (n=709)
RETN,g,-0.021375693,0.037912821,0.573084841,0.141940388,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
C9,g,-0.018464275,0.038154613,0.628603233,0.141825345,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,g,-0.060621245,0.041866862,0.148132464,0.144378058,cognitive,g,0.645857541,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,g,0.018610954,0.045218306,0.680788565,0.141736261,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,g,-0.029590226,0.037940947,0.435744183,0.142339277,cognitive,g,0.833265192,No,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,g,0.042221012,0.039653795,0.287405082,0.143060141,cognitive,g,0.708173817,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,g,0.043719922,0.038048928,0.250977762,0.143315901,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,g,0.027039744,0.041382041,0.513727948,0.142090267,cognitive,g,0.892824594,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,g,-0.030878117,0.051620466,0.549939637,0.141995265,cognitive,g,0.922206467,No,No,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,g,-0.010580835,0.04488854,0.813732333,0.141579701,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,g,-0.016771049,0.038189398,0.660701553,0.141768517,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,g,0.028828029,0.038759454,0.457297006,0.14226367,cognitive,g,0.844836842,No,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,g,-0.010945865,0.039896315,0.783900469,0.141606814,cognitive,g,0.960057877,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,g,-0.011716377,0.04010155,0.770255535,0.141620692,cognitive,g,0.954066515,No,No,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,g,-0.055803467,0.039675066,0.160069872,0.144216371,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,g,0.003224121,0.045492263,0.943522458,0.141510177,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
LY9,g,0.016532103,0.043222544,0.70222969,0.141704495,cognitive,g,0.929785621,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,g,-0.014351747,0.040788252,0.725062181,0.141673564,cognitive,g,0.929785621,No,No,DNAm,Model 3 Lifestyle (n=709)
ACY1,g,0.044120711,0.048468966,0.363022198,0.142641773,cognitive,g,0.775870973,No,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,g,0.039435141,0.048771174,0.419067944,0.142401812,cognitive,g,0.830516471,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,g,0.106574964,0.037526214,0.004658186,0.152458392,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,g,0.021043139,0.038181798,0.581741758,0.141920954,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,g,-0.008748583,0.03909861,0.823019719,0.141572144,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,g,0.00337014,0.049661947,0.945917525,0.141509603,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,g,-0.017025446,0.038342809,0.657173154,0.14177444,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,g,-0.10567813,0.048536163,0.029831634,0.14797628,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,g,-0.086758077,0.054930422,0.11474705,0.144921607,cognitive,g,0.6233027,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,g,0.012411532,0.040006992,0.756486547,0.14163566,cognitive,g,0.954066515,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,g,-0.051334268,0.040089141,0.200844032,0.143753231,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,g,-0.151450758,0.080438599,0.060190806,0.146352887,cognitive,g,0.468628417,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,g,-0.071549541,0.056041185,0.202172001,0.143740031,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,g,-0.002379198,0.037637427,0.949616636,0.141508765,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,g,0.033228755,0.038280558,0.385710437,0.142538651,cognitive,g,0.778563659,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,g,-0.057216737,0.04095091,0.162849128,0.144180687,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,g,-0.033693905,0.03759641,0.370491521,0.142606851,cognitive,g,0.776607227,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,g,0.043048721,0.038899061,0.268859763,0.143184953,cognitive,g,0.681528236,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,g,-0.006931187,0.042855431,0.871567567,0.141539254,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,g,-0.097713062,0.041798603,0.019717357,0.148956571,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
MST1,g,-0.1000458,0.037269656,0.007459472,0.15130391,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,g,-0.013803227,0.037377824,0.712037446,0.14169085,cognitive,g,0.929785621,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,g,-0.013315753,0.037388889,0.721854611,0.141677734,cognitive,g,0.929785621,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,g,-0.122589417,0.061863555,0.047961364,0.146871927,cognitive,g,0.468628417,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NCAM1,g,0.056267662,0.041053147,0.170990843,0.144080024,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,g,-0.048938346,0.039859796,0.219999235,0.143572144,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,g,-0.019607141,0.04979478,0.693893514,0.141716526,cognitive,g,0.929785621,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,g,0.004880737,0.037714256,0.897072093,0.141526308,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,g,0.022845793,0.045163599,0.613143921,0.141855161,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,g,-0.025506286,0.039266098,0.516205649,0.142083389,cognitive,g,0.892824594,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,g,-0.017285098,0.040051674,0.66620308,0.141759436,cognitive,g,0.92757442,No,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,g,-0.100754359,0.06004817,0.093868869,0.14535918,cognitive,g,0.541613602,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,g,0.133815355,0.079883558,0.094409711,0.145346552,cognitive,g,0.541613602,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,g,0.083452296,0.037974078,0.028343443,0.148096643,cognitive,g,0.361294236,Yes,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,g,-0.004254707,0.039254657,0.913723296,0.141519429,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,g,0.002247165,0.038471192,0.953439442,0.141507961,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,g,0.037621068,0.038346344,0.326930461,0.142825473,cognitive,g,0.742404588,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,g,0.037462,0.038838914,0.335144852,0.142781338,cognitive,g,0.745526304,No,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,g,0.079008102,0.041541685,0.057644553,0.146451143,cognitive,g,0.468628417,No,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,g,0.00968599,0.040559219,0.811330494,0.141581723,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,g,0.003321987,0.038920104,0.93200733,0.14151329,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,g,-0.003171095,0.043472325,0.941873137,0.141510588,cognitive,g,0.972477555,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,g,0.057851438,0.04460678,0.195137953,0.143811138,cognitive,g,0.651347048,No,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,g,0.024819139,0.037844824,0.512185989,0.142094577,cognitive,g,0.892824594,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,gf,-0.002278635,0.040266966,0.95489139,0.062534917,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,gf,0.042672533,0.038977234,0.274024453,0.064330251,cognitive,gf,0.878490157,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,gf,0.026326126,0.038495718,0.49431057,0.06323332,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,gf,-0.054527133,0.040389488,0.177495743,0.06526467,cognitive,gf,0.836440271,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,gf,0.020445845,0.041077985,0.618848296,0.062902738,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,gf,0.030900745,0.03995065,0.439535945,0.063429477,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,gf,-0.039126509,0.039320918,0.320095424,0.064017658,cognitive,gf,0.910494752,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,gf,0.01282661,0.039408619,0.744929165,0.062689479,cognitive,gf,0.95738334,No,No,DNAm,Model 3 Lifestyle (n=709)
NMNAT1,gf,0.075875496,0.039244792,0.053640874,0.068121367,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3_olink,gf,0.045803593,0.041827167,0.273910005,0.064331109,cognitive,gf,0.878490157,No,No,DNAm,Model 3 Lifestyle (n=709)
SIGLEC1,gf,-0.093981653,0.03952313,0.017712706,0.070962065,cognitive,gf,0.643561646,Yes,No,DNAm,Model 3 Lifestyle (n=709)
SKR3,gf,-0.04556318,0.045496811,0.31699388,0.064036833,cognitive,gf,0.910494752,No,No,DNAm,Model 3 Lifestyle (n=709)
SMPD1,gf,0.017530708,0.039697454,0.658926232,0.062823462,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL11,gf,0.011779778,0.042117622,0.779810001,0.062647794,cognitive,gf,0.968676215,No,No,DNAm,Model 3 Lifestyle (n=709)
CD6,gf,0.023233868,0.039107141,0.552655503,0.063060927,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10_olink,gf,-0.069600018,0.040513157,0.086300642,0.066950312,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11_olink,gf,-0.032991702,0.040150784,0.411564807,0.063544991,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL9,gf,-0.085635144,0.040991572,0.037104678,0.069051673,cognitive,gf,0.700108145,Yes,No,DNAm,Model 3 Lifestyle (n=709)
EN.RAGE,gf,0.078783337,0.039751809,0.047931655,0.068403568,cognitive,gf,0.700108145,Yes,No,DNAm,Model 3 Lifestyle (n=709)
FGF.21,gf,-0.004714676,0.041007986,0.908506181,0.062549988,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
HGF,gf,0.051513298,0.043696165,0.23888905,0.064616768,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP.1_olink,gf,0.005420593,0.040512931,0.893604659,0.062557036,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
OSM,gf,0.066711564,0.040145301,0.097065422,0.066667059,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
TGF.alpha,gf,0.048660632,0.042187766,0.249176282,0.064527775,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
VEGFA,gf,0.028661164,0.042656777,0.50189531,0.063208937,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL21,gf,0.003514152,0.046452213,0.939721117,0.06253871,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP9,gf,-0.00126441,0.043877361,0.977019841,0.062531348,cognitive,gf,0.977019841,No,No,DNAm,Model 3 Lifestyle (n=709)
MPO,gf,-0.002421702,0.038724283,0.950155225,0.062535983,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
NTRK3,gf,0.04222339,0.043442645,0.331460511,0.063949433,cognitive,gf,0.910494752,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF17,gf,-0.018834745,0.040766772,0.644233879,0.062851189,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
MIA,gf,0.001165048,0.039640198,0.976562507,0.062531398,cognitive,gf,0.977019841,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL25,gf,0.031327961,0.040331254,0.43759146,0.063437145,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP1,gf,-0.061178643,0.053585404,0.254015913,0.064487447,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
LTF,gf,0.010303129,0.040144787,0.7975343,0.062629205,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
BCAM,gf,0.064265659,0.039327691,0.102741554,0.066531138,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
EDA,gf,0.019856927,0.039945131,0.619290332,0.062901799,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
C5,gf,0.016414813,0.042033908,0.696290291,0.062759521,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
GHR,gf,-0.02838757,0.040664645,0.485381562,0.063262842,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
IGFBP4,gf,-0.014867146,0.041273887,0.718814365,0.0627253,cognitive,gf,0.956840104,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A,gf,-0.005183024,0.041722108,0.901175394,0.06255332,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
VCAM1,gf,0.022352721,0.047874362,0.640731949,0.062858022,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS4,gf,0.048149767,0.041053251,0.241299703,0.064595501,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
CD209,gf,0.02033172,0.043290919,0.63876713,0.062861894,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
IL19,gf,0.03331457,0.039620496,0.400759145,0.063592785,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL11,gf,-0.068711844,0.041103356,0.095088701,0.066716436,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
MRC2,gf,0.008229959,0.039091558,0.833322613,0.062596789,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL18,gf,-0.063327511,0.053802955,0.23963436,0.064610165,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
RETN,gf,-0.008297997,0.039475406,0.833575039,0.062596585,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
C9,gf,-0.002789788,0.039829421,0.944181603,0.062537481,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
RARRES2,gf,-0.038331958,0.043681738,0.380538079,0.063687422,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
TNFRSF1B,gf,0.054764816,0.047000159,0.244381995,0.064568682,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
IDUA,gf,-0.049843488,0.039440887,0.206791825,0.064927169,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
ADAMTS13,gf,0.04006539,0.041260665,0.33190962,0.063946801,cognitive,gf,0.910494752,No,No,DNAm,Model 3 Lifestyle (n=709)
F7,gf,0.060273523,0.039595684,0.12846021,0.066003975,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
GNLY,gf,0.011919254,0.043065962,0.782050522,0.06264535,cognitive,gf,0.968676215,No,No,DNAm,Model 3 Lifestyle (n=709)
PIGR,gf,-0.036602528,0.05370356,0.495766609,0.063228591,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
WFIKKN2,gf,-0.00721235,0.046784633,0.877532986,0.062565859,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
FCER2,gf,-0.018567587,0.039729594,0.640413598,0.062858647,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CD48,gf,0.041593875,0.040325189,0.302724761,0.06412831,cognitive,gf,0.910494752,No,No,DNAm,Model 3 Lifestyle (n=709)
CD5L,gf,-0.003204015,0.041510871,0.938501191,0.062539063,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
CNTN4,gf,-0.02342387,0.041711729,0.574614013,0.063004395,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
FCGR3B,gf,-0.039222289,0.041316694,0.342831836,0.063884216,cognitive,gf,0.911430978,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPIND1,gf,-0.035353596,0.047330941,0.455378743,0.063368896,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
LY9,gf,0.002795214,0.044974503,0.950462456,0.062535911,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
THBS2,gf,-0.021988843,0.042468155,0.604800816,0.062933335,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
ACY1,gf,0.042424504,0.050454759,0.400758794,0.063592787,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
BMP1,gf,-0.003735658,0.050856493,0.941467721,0.062538217,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
TPSB2,gf,0.107984193,0.039059659,0.005867983,0.07389164,cognitive,gf,0.319805058,Yes,No,DNAm,Model 3 Lifestyle (n=709)
GZMA,gf,0.007390698,0.039731989,0.852494488,0.062582162,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
INSR,gf,-0.026195274,0.040758599,0.520659645,0.063151237,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
SELE,gf,-0.020463462,0.051673476,0.692229691,0.062766028,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
MPL,gf,0.002632044,0.039916683,0.947447994,0.062536641,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
B2M,gf,-0.07842889,0.050597133,0.12163352,0.066131718,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
LTA.LTB,gf,-0.107834093,0.057102333,0.05943179,0.067865841,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL22,gf,0.026865226,0.041628499,0.518933716,0.063156393,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CCL17,gf,-0.035824212,0.041739289,0.391065102,0.063637281,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
ADIPOQ,gf,-0.113904493,0.083824029,0.174685072,0.06530041,cognitive,gf,0.836440271,No,No,DNAm,Model 3 Lifestyle (n=709)
CHIT1,gf,-0.066655719,0.058463271,0.25467034,0.064482066,cognitive,gf,0.867470847,No,No,DNAm,Model 3 Lifestyle (n=709)
HGFAC,gf,0.02428602,0.03918172,0.53559609,0.063107858,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
ESM1,gf,0.038494371,0.039825121,0.334126514,0.063933877,cognitive,gf,0.910494752,No,No,DNAm,Model 3 Lifestyle (n=709)
CXCL10,gf,-0.065148199,0.042593277,0.126637736,0.066037328,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
PAPPA,gf,-0.018685869,0.039183625,0.633615134,0.062872179,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
SERPINA3,gf,0.031817934,0.040493842,0.432314167,0.06345822,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP2,gf,-0.020571591,0.044613448,0.644882496,0.062849933,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
CRP,gf,-0.072526159,0.043661547,0.097196652,0.066663819,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
MST1,gf,-0.109489612,0.038779456,0.00490367,0.074373868,cognitive,gf,0.319805058,Yes,No,DNAm,Model 3 Lifestyle (n=709)
ENPP7,gf,-0.019945916,0.038926484,0.608552961,0.062925014,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
C4A.C4B,gf,-0.019421052,0.038924767,0.617999071,0.062904544,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP12,gf,-0.135982786,0.06435338,0.034992394,0.069201129,cognitive,gf,0.700108145,Yes,No,DNAm,Model 3 Lifestyle (n=709)
NCAM1,gf,0.065239028,0.042753673,0.127535272,0.066020836,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
CLEC11A.1,gf,-0.018135108,0.041752628,0.664187226,0.062813897,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
SLITRK5,gf,-0.023294764,0.05180266,0.653095601,0.062834286,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
AFM,gf,0.016206359,0.039259753,0.679896429,0.062786444,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
SELL,gf,0.023803562,0.046985798,0.61260644,0.062916146,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
LYZ,gf,-0.014020473,0.040865808,0.731649755,0.062707188,cognitive,gf,0.95738334,No,No,DNAm,Model 3 Lifestyle (n=709)
MMP1,gf,-0.011749333,0.041682649,0.778132304,0.062649643,cognitive,gf,0.968676215,No,No,DNAm,Model 3 Lifestyle (n=709)
SHBG,gf,-0.091793956,0.06263395,0.143272061,0.065751042,cognitive,gf,0.743650221,No,No,DNAm,Model 3 Lifestyle (n=709)
STC1,gf,0.140770751,0.083103443,0.090779932,0.066828039,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
GP1BA,gf,0.075204323,0.039561848,0.057772331,0.067936273,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
LGALS3BP,gf,0.014657095,0.040843986,0.719824665,0.062723838,cognitive,gf,0.956840104,No,No,DNAm,Model 3 Lifestyle (n=709)
CD163,gf,0.0162449,0.040100355,0.685538554,0.062776982,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
FAP,gf,0.028989857,0.039908264,0.467858825,0.063323454,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
PRSS2,gf,0.026153335,0.040423292,0.517878805,0.063159559,cognitive,gf,0.948695522,No,No,DNAm,Model 3 Lifestyle (n=709)
NOTCH1,gf,0.057542624,0.043281468,0.184170335,0.065182347,cognitive,gf,0.836440271,No,No,DNAm,Model 3 Lifestyle (n=709)
ICAM5,gf,0.003881016,0.042197292,0.926748967,0.062542827,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
S100A9,gf,0.013092335,0.040497056,0.746583338,0.062687346,cognitive,gf,0.95738334,No,No,DNAm,Model 3 Lifestyle (n=709)
OMD,gf,0.006854142,0.045237437,0.879618666,0.062564642,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
SEMA3E,gf,0.071545009,0.046381062,0.123448277,0.066096999,cognitive,gf,0.700108145,No,No,DNAm,Model 3 Lifestyle (n=709)
SPOCK2,gf,0.00354731,0.039389545,0.928270746,0.062542302,cognitive,gf,0.972739827,No,No,DNAm,Model 3 Lifestyle (n=709)
CRTAM,Brain_age,-0.008992675,0.023080678,0.696949847,0.680043126,brain_ageing,relative brain age,0.85356779,No,No,DNAm,Model 3 Lifestyle (n=709)
EZR,Brain_age,-0.009025498,0.022378215,0.686852417,0.680048641,brain_ageing,relative brain age,0.85076038,No,No,DNAm,Model 3 Lifestyle (n=709)
FcRL2,Brain_age,-0.011794504,0.022066294,0.593182017,0.680111094,brain_ageing,relative brain age,0.818441011,No,No,DNAm,Model 3 Lifestyle (n=709)
G.CSF,Brain_age,0.019984888,0.023150648,0.388326368,0.680344141,brain_ageing,relative brain age,0.651193448,No,No,DNAm,Model 3 Lifestyle (n=709)
GDF.8,Brain_age,-0.001229186,0.023455947,0.958223375,0.679967425,brain_ageing,relative brain age,0.967095814,No,No,DNAm,Model 3 Lifestyle (n=709)
GZMA_olink,Brain_age,-0.019093082,0.022886402,0.404453851,0.680319191,brain_ageing,relative brain age,0.658989887,No,No,DNAm,Model 3 Lifestyle (n=709)
N.CDase,Brain_age,-0.007397744,0.02250428,0.742471958,0.680020915,brain_ageing,relative brain age,0.879667863,No,No,DNAm,Model 3 Lifestyle (n=709)
NEP,Brain_age,0.062278239,0.022420371,0.005636588,0.683838213,brain_ageing,relative brain age,0.047260622,Yes,Yes,DNAm,Model 3 Lifestyle (n=709)
